yearID,lgID,teamID,franchID,G,Ghome,W,L,R,AB,H,1B,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,percentW,OBP,SLG,OPS,WHIP,name
2003,NL,FLO,FLA,162,81,91,71,751,5490,1459,966,292,44,157,515,978,150,74,57,41,692,648,4.04,7,11,36,4336,1415,128,530,1132,78,162,0.98,0.562,0.333,0.420765027,0.754,1.458,Florida Marlins
2003,NL,PHI,PHI,162,81,86,76,791,5543,1448,930,325,27,166,651,1155,72,29,55,38,697,648,4.04,9,13,33,4331,1386,142,536,1060,97,146,0.98,0.531,0.343,0.419447952,0.762,1.443,Philadelphia Phillies
2003,NL,MON,WSN,162,81,83,79,711,5437,1404,941,294,25,144,522,990,100,39,45,40,716,640,4.01,15,10,42,4313,1467,181,463,1028,102,152,0.98,0.512,0.326,0.40095641,0.727,1.518,Montreal Expos
2003,NL,NYN,NYM,161,80,66,95,642,5341,1317,907,262,24,124,489,1035,70,31,54,45,754,704,4.48,3,10,38,4240,1497,168,576,907,118,158,0.98,0.41,0.314,0.37427448,0.688,1.593,New York Mets
2003,NL,SFN,SFG,161,81,100,61,755,5456,1440,950,281,29,180,593,980,53,37,40,39,638,595,3.73,7,10,43,4312,1349,136,546,1006,80,163,0.98,0.621,0.339,0.425036657,0.764,1.382,San Francisco Giants
2003,NL,LAN,LAD,162,81,85,77,574,5458,1328,919,260,25,124,407,985,80,36,72,28,556,511,3.16,3,17,58,4373,1254,127,526,1289,119,164,0.98,0.525,0.302,0.368266764,0.670,1.242,Los Angeles Dodgers
2003,NL,ARI,ARI,162,81,84,78,717,5570,1467,965,303,47,152,531,1006,76,38,45,52,685,621,3.84,7,11,42,4365,1379,150,526,1291,107,132,0.98,0.519,0.33,0.416517056,0.747,1.419,Arizona Diamondbacks
2003,NL,COL,COL,162,81,74,88,853,5518,1472,913,330,31,198,619,1134,63,37,52,38,892,821,5.2,3,4,34,4260,1629,200,552,866,116,165,0.98,0.457,0.344,0.44545125,0.789,1.775,Colorado Rockies
2003,NL,SDN,SDP,162,81,64,98,678,5531,1442,1025,257,32,128,565,1073,76,39,57,42,831,774,4.87,2,10,31,4294,1458,208,611,1091,102,141,0.98,0.395,0.333,0.388175737,0.721,1.599,San Diego Padres
2004,AL,MIN,MIN,162,81,92,70,780,5623,1494,969,310,24,191,513,982,116,46,64,40,715,661,4.03,4,9,48,4428,1523,167,431,1123,101,158,0.98,0.568,0.332,0.43126445,0.763,1.516,Minnesota Twins
2004,AL,CHA,CHW,162,81,83,79,865,5534,1481,936,284,19,242,499,1030,78,51,63,42,831,782,4.91,8,8,34,4297,1505,224,527,1013,100,167,0.98,0.512,0.333,0.456993133,0.790,1.631,Chicago White Sox
2004,AL,CLE,CLE,162,81,80,82,858,5676,1565,1007,345,29,184,606,1009,94,55,78,42,857,784,4.81,8,8,32,4400,1553,201,579,1115,106,152,0.98,0.494,0.351,0.44397463,0.795,1.643,Cleveland Indians
2004,AL,DET,DET,162,81,72,90,827,5623,1531,992,284,54,201,518,1144,86,50,50,43,844,788,4.93,7,9,35,4319,1542,190,530,995,144,160,0.97,0.444,0.337,0.449226392,0.786,1.657,Detroit Tigers
2004,AL,KCA,KCR,162,80,58,104,720,5538,1432,992,261,29,150,461,1057,67,48,76,38,905,813,5.15,6,3,25,4261,1638,208,518,887,131,169,0.97,0.358,0.321,0.397435897,0.718,1.79,Kansas City Royals
2004,AL,NYA,NYY,162,81,101,61,897,5527,1483,940,281,20,242,670,982,84,33,80,50,808,752,4.69,1,5,59,4331,1532,182,445,1058,99,148,0.98,0.623,0.353,0.45775285,0.811,1.621,New York Yankees
2004,AL,BOS,BOS,162,81,98,64,949,5720,1613,993,373,25,222,659,1189,68,30,69,55,768,674,4.18,4,12,36,4354,1430,159,447,1132,118,129,0.98,0.605,0.36,0.472377622,0.832,1.514,Boston Red Sox
2004,AL,BAL,BAL,162,81,78,84,842,5736,1614,1108,319,18,169,528,949,101,41,57,62,830,760,4.7,8,10,27,4366,1488,159,687,1090,110,161,0.98,0.481,0.345,0.431659693,0.777,1.593,Baltimore Orioles
2004,AL,TBA,TBD,161,80,70,91,714,5483,1416,947,278,46,145,469,944,132,42,55,56,842,757,4.81,3,5,35,4251,1459,192,580,923,119,139,0.98,0.435,0.321,0.405070217,0.726,1.624,Tampa Bay Devil Rays
2004,AL,TOR,TOR,161,81,67,94,719,5531,1438,969,290,34,145,513,1083,58,31,71,42,823,775,4.91,6,11,37,4263,1505,181,608,956,91,150,0.98,0.416,0.328,0.403362864,0.731,1.638,Toronto Blue Jays
2004,AL,ANA,ANA,162,81,92,70,836,5675,1603,1132,272,37,162,450,942,143,46,73,41,734,692,4.28,2,11,50,4363,1476,170,502,1164,90,126,0.98,0.568,0.341,0.42907489,0.770,1.52,Anaheim Angels
2004,AL,OAK,OAK,162,81,91,71,793,5728,1545,1005,336,15,189,608,1061,47,22,55,43,742,682,4.17,10,8,35,4414,1466,164,544,1034,91,172,0.98,0.562,0.342,0.432611732,0.775,1.501,Oakland Athletics
2004,AL,TEX,TEX,162,81,89,73,860,5615,1492,908,323,34,227,500,1099,69,36,61,57,794,724,4.53,5,9,52,4319,1536,182,547,979,117,152,0.98,0.549,0.33,0.456634016,0.787,1.618,Texas Rangers
2004,AL,SEA,SEA,162,82,63,99,698,5722,1544,1112,276,20,136,492,1058,110,42,54,48,823,772,4.76,7,7,28,4378,1498,212,575,1036,103,140,0.98,0.389,0.33,0.396364907,0.726,1.59,Seattle Mariners
2004,NL,SLN,STL,162,81,105,57,855,5555,1544,987,319,24,214,548,1085,111,47,51,70,659,605,3.75,4,12,57,4361,1378,169,440,1041,97,154,0.98,0.648,0.345,0.459585959,0.805,1.401,St. Louis Cardinals
2004,NL,HOU,HOU,162,81,92,70,803,5468,1458,941,294,36,187,590,999,89,30,61,52,698,650,4.05,2,13,47,4329,1416,174,525,1282,101,136,0.98,0.568,0.342,0.436174104,0.778,1.465,Houston Astros
2004,NL,CHN,CHC,162,82,89,73,789,5628,1508,936,308,29,235,489,1080,66,28,38,48,665,621,3.81,3,6,42,4396,1363,169,545,1346,86,126,0.98,0.549,0.329,0.458244492,0.787,1.384,Chicago Cubs
2004,NL,CIN,CIN,162,81,76,86,750,5518,1380,871,287,28,194,599,1335,77,25,81,25,907,832,5.19,5,8,47,4331,1595,236,572,992,113,123,0.98,0.469,0.33,0.417723813,0.748,1.733,Cincinnati Reds
2004,NL,PIT,PIT,161,80,72,89,680,5483,1428,980,267,39,142,415,1066,63,40,95,42,744,680,4.29,3,8,46,4284,1451,149,576,1079,103,189,0.98,0.447,0.321,0.401057815,0.722,1.537,Pittsburgh Pirates
2004,NL,MIL,MIL,161,81,67,94,634,5483,1358,896,295,32,135,540,1312,138,40,68,40,757,679,4.24,6,10,42,4326,1440,164,476,1098,117,132,0.98,0.416,0.32,0.387014408,0.707,1.524,Milwaukee Brewers
2004,NL,ATL,ATL,162,81,96,66,803,5570,1503,984,304,37,178,587,1158,86,32,59,48,668,603,3.74,4,13,48,4350,1475,154,523,1025,116,171,0.98,0.593,0.343,0.433572711,0.777,1.478,Atlanta Braves
2004,NL,PHI,PHI,162,81,86,76,840,5643,1505,964,303,23,215,645,1133,100,27,58,46,781,724,4.45,4,5,43,4388,1488,214,502,1070,81,142,0.98,0.531,0.346,0.442849548,0.789,1.551,Philadelphia Phillies
2004,NL,FLO,FLA,162,80,83,79,718,5486,1447,992,275,32,148,499,968,96,43,58,40,700,655,4.1,6,14,53,4317,1395,166,513,1116,86,153,0.98,0.512,0.33,0.406489245,0.736,1.456,Florida Marlins
2004,NL,NYN,NYM,162,81,71,91,684,5532,1376,882,289,20,185,512,1159,107,23,61,34,731,658,4.09,2,6,31,4347,1452,156,592,977,137,144,0.97,0.438,0.318,0.408532176,0.727,1.507,New York Mets
2004,NL,MON,WSN,162,80,67,95,635,5474,1361,907,276,27,151,496,925,109,38,35,33,769,696,4.33,11,11,31,4341,1477,191,582,1032,99,171,0.98,0.414,0.313,0.391669711,0.705,1.552,Montreal Expos
2004,NL,LAN,LAD,162,81,93,69,761,5542,1450,991,226,30,203,536,1092,102,41,62,35,684,647,4.01,2,6,51,4360,1386,178,521,1066,73,145,0.98,0.574,0.331,0.423132443,0.754,1.424,Los Angeles Dodgers
2004,NL,SFN,SFG,162,82,91,71,850,5546,1500,970,314,33,183,705,874,43,23,72,51,770,695,4.29,8,8,46,4371,1481,161,548,1020,101,153,0.98,0.562,0.356,0.437973314,0.794,1.545,San Francisco Giants
2004,NL,SDN,SDP,162,81,87,75,768,5573,1521,1046,304,32,139,566,910,52,25,56,66,705,645,4.03,3,8,44,4323,1460,184,422,1079,108,146,0.98,0.537,0.344,0.413780729,0.758,1.502,San Diego Padres
2004,NL,COL,COL,162,81,68,94,833,5577,1531,964,331,34,202,568,1181,44,33,54,37,923,883,5.54,3,2,36,4306,1634,198,697,947,89,161,0.98,0.42,0.345,0.454724762,0.800,1.781,Colorado Rockies
2004,NL,ARI,ARI,162,81,51,111,615,5544,1401,933,295,38,135,441,1022,53,32,35,37,899,794,4.98,5,6,33,4308,1480,197,668,1153,139,144,0.97,0.315,0.309,0.392676768,0.702,1.657,Arizona Diamondbacks
2005,AL,CHA,CHW,162,81,99,63,741,5529,1450,974,253,23,200,435,1002,137,67,79,49,645,592,3.61,9,10,54,4427,1392,167,459,1040,94,166,0.98,0.611,0.322,0.424850787,0.747,1.38,Chicago White Sox
2005,AL,CLE,CLE,162,81,93,69,790,5609,1522,948,337,30,207,503,1093,62,36,54,50,642,582,3.61,6,10,51,4358,1363,157,413,1050,106,156,0.98,0.574,0.335,0.452843644,0.788,1.38,Cleveland Indians
2005,AL,MIN,MIN,162,81,83,79,688,5564,1441,1006,269,32,134,485,978,102,44,59,42,662,604,3.71,9,8,44,4393,1458,169,348,965,102,171,0.98,0.512,0.322,0.39108555,0.713,1.448,Minnesota Twins
2005,AL,DET,DET,162,81,71,91,723,5602,1521,1025,283,45,168,384,1038,66,28,53,52,787,719,4.51,7,2,37,4307,1504,193,461,907,110,171,0.98,0.438,0.322,0.428061407,0.750,1.596,Detroit Tigers
2005,AL,KCA,KCR,162,81,56,106,701,5503,1445,996,289,34,126,424,1008,53,33,63,50,935,862,5.49,4,4,25,4240,1640,178,580,924,125,163,0.97,0.346,0.32,0.396147556,0.716,1.822,Kansas City Royals
2005,AL,NYA,NYY,162,81,95,67,886,5624,1552,1048,259,16,229,637,989,84,27,73,43,789,718,4.52,8,14,46,4292,1495,164,463,985,95,151,0.98,0.586,0.354,0.449857752,0.804,1.596,New York Yankees
2005,AL,BOS,BOS,162,81,95,67,910,5626,1579,1020,339,21,199,653,1044,45,12,47,63,805,752,4.74,6,8,38,4287,1550,164,440,959,109,135,0.98,0.586,0.357,0.454496978,0.811,1.648,Boston Red Sox
2005,AL,TOR,TOR,162,81,80,82,775,5581,1480,998,307,39,136,486,955,72,35,89,56,705,653,4.06,9,8,35,4341,1475,185,444,958,95,154,0.98,0.494,0.332,0.407274682,0.739,1.507,Toronto Blue Jays
2005,AL,BAL,BAL,162,81,74,88,729,5551,1492,980,296,27,189,447,902,83,37,54,42,800,724,4.56,2,9,38,4283,1458,180,580,1052,107,154,0.98,0.457,0.327,0.43397586,0.761,1.582,Baltimore Orioles
2005,AL,TBA,TBD,162,81,67,95,750,5552,1519,1033,289,40,157,412,990,151,49,69,51,936,851,5.39,1,4,43,4265,1570,194,615,949,124,139,0.97,0.414,0.329,0.424891931,0.754,1.763,Tampa Bay Devil Rays
2005,AL,LAA,ANA,162,81,95,67,761,5624,1520,1065,278,30,147,447,848,161,57,29,39,643,598,3.68,7,11,54,4393,1419,158,443,1126,87,139,0.98,0.586,0.325,0.408783784,0.734,1.408,Los Angeles Angels of Anaheim
2005,AL,OAK,OAK,162,81,88,74,772,5627,1476,991,310,20,155,537,819,31,22,52,40,658,594,3.69,9,12,38,4351,1315,154,504,1075,88,166,0.98,0.543,0.331,0.407144127,0.738,1.36,Oakland Athletics
2005,AL,TEX,TEX,162,81,79,83,865,5716,1528,928,311,29,260,495,1112,67,15,48,32,858,794,4.96,2,6,46,4320,1589,159,522,932,108,149,0.98,0.488,0.329,0.4683345,0.797,1.699,Texas Rangers
2005,AL,SEA,SEA,162,81,69,93,699,5507,1408,955,289,34,130,466,986,102,47,48,37,751,712,4.49,6,7,39,4283,1483,179,496,892,86,144,0.98,0.426,0.317,0.391320138,0.708,1.565,Seattle Mariners
2005,NL,SLN,STL,162,81,100,62,805,5538,1494,1011,287,26,170,534,947,83,36,62,35,634,560,3.49,15,14,48,4337,1399,153,443,974,100,196,0.98,0.617,0.338,0.423076923,0.761,1.406,St. Louis Cardinals
2005,NL,HOU,HOU,163,81,89,73,693,5462,1400,926,281,32,161,481,1037,115,44,72,42,609,563,3.51,6,11,45,4329,1336,155,440,1164,89,146,0.98,0.546,0.323,0.407909191,0.731,1.348,Houston Astros
2005,NL,MIL,MIL,162,81,81,81,726,5448,1413,892,327,19,175,531,1162,79,34,73,38,697,635,3.97,7,6,46,4314,1382,169,569,1173,119,139,0.98,0.5,0.331,0.422723935,0.754,1.446,Milwaukee Brewers
2005,NL,CHN,CHC,162,81,79,83,703,5584,1506,966,323,23,194,419,920,65,39,50,37,714,671,4.19,8,10,39,4320,1357,186,576,1256,101,136,0.98,0.488,0.324,0.440007163,0.764,1.438,Chicago Cubs
2005,NL,CIN,CIN,163,82,73,89,820,5565,1453,881,335,15,222,611,1303,72,23,62,39,889,820,5.15,2,1,31,4299,1657,219,492,955,104,133,0.98,0.448,0.338,0.446361186,0.784,1.777,Cincinnati Reds
2005,NL,PIT,PIT,162,81,67,95,680,5573,1445,976,292,38,139,471,1092,73,30,72,49,769,706,4.42,4,14,35,4308,1456,162,612,958,117,193,0.98,0.414,0.323,0.400143549,0.723,1.549,Pittsburgh Pirates
2005,NL,ATL,ATL,162,81,90,72,769,5486,1453,924,308,37,184,534,1084,92,32,45,46,674,639,3.98,8,12,38,4331,1487,145,520,929,86,170,0.98,0.556,0.333,0.435107546,0.768,1.497,Atlanta Braves
2005,NL,PHI,PHI,162,81,88,74,807,5542,1494,1010,282,35,167,639,1083,116,27,56,46,726,672,4.21,4,6,40,4305,1379,189,487,1159,90,132,0.98,0.543,0.348,0.423493324,0.771,1.467,Philadelphia Phillies
2005,NL,FLO,FLA,162,81,83,79,717,5502,1499,1033,306,32,128,512,918,96,38,67,50,732,666,4.16,14,15,42,4327,1459,116,563,1125,103,177,0.98,0.512,0.34,0.409487459,0.749,1.519,Florida Marlins
2005,NL,NYN,NYM,162,81,83,79,722,5505,1421,935,279,32,175,486,1075,153,40,48,38,648,599,3.76,8,11,38,4307,1390,135,491,1012,106,146,0.98,0.512,0.321,0.415803815,0.737,1.42,New York Mets
2005,NL,WAS,WSN,162,81,81,81,639,5426,1367,907,311,32,117,491,1090,45,45,89,45,673,627,3.87,4,9,51,4374,1456,140,539,997,92,156,0.98,0.5,0.322,0.385735348,0.708,1.46,Washington Nationals
2005,NL,SDN,SDP,162,81,82,80,684,5502,1416,978,269,39,130,600,977,99,44,49,48,726,668,4.13,4,8,45,4366,1452,146,503,1133,109,136,0.98,0.506,0.333,0.39131225,0.724,1.497,San Diego Padres
2005,NL,ARI,ARI,162,81,77,85,696,5550,1419,910,291,27,191,606,1094,67,26,55,45,856,783,4.84,6,10,45,4369,1580,193,537,1038,94,159,0.98,0.475,0.333,0.421081081,0.754,1.673,Arizona Diamondbacks
2005,NL,SFN,SFG,162,81,75,87,649,5462,1427,974,299,26,128,431,901,71,35,49,44,745,695,4.33,4,8,46,4333,1456,151,592,972,90,146,0.98,0.463,0.319,0.395825705,0.715,1.524,San Francisco Giants
2005,NL,LAN,LAD,162,81,71,91,685,5433,1374,920,284,21,149,541,1094,58,35,67,33,755,695,4.38,6,9,40,4282,1434,182,471,1004,106,141,0.98,0.438,0.326,0.395177618,0.721,1.534,Los Angeles Dodgers
2005,NL,COL,COL,162,81,67,95,740,5542,1477,1013,280,34,150,509,1103,65,32,64,34,862,808,5.13,4,4,37,4256,1600,175,604,981,118,158,0.98,0.414,0.332,0.410501624,0.743,1.735,Colorado Rockies
2006,AL,MIN,MIN,162,81,96,66,801,5602,1608,1156,275,34,143,490,872,101,42,50,55,683,632,3.95,1,6,40,4318,1490,182,356,1164,84,135,0.98,0.593,0.348,0.424848268,0.773,1.51,Minnesota Twins
2006,AL,DET,DET,162,81,95,67,822,5642,1548,1011,294,40,203,430,1133,60,40,45,36,675,618,3.84,3,16,46,4344,1420,160,489,1003,106,162,0.98,0.586,0.328,0.448599787,0.777,1.447,Detroit Tigers
2006,AL,CHA,CHW,162,81,90,72,868,5657,1586,1039,291,20,236,502,1056,93,48,58,57,794,743,4.61,5,11,46,4347,1534,200,433,1012,90,145,0.98,0.556,0.343,0.464026869,0.807,1.607,Chicago White Sox
2006,AL,CLE,CLE,162,81,78,84,870,5619,1576,1002,351,27,196,556,1204,55,23,54,43,782,698,4.41,13,13,24,4270,1583,166,429,948,118,165,0.98,0.481,0.348,0.45719879,0.805,1.662,Cleveland Indians
2006,AL,KCA,KCR,162,81,62,100,757,5589,1515,1019,335,37,124,474,1040,65,34,64,48,971,896,5.65,3,5,35,4279,1648,213,637,904,98,189,0.98,0.383,0.332,0.410806942,0.743,1.836,Kansas City Royals
2006,AL,NYA,NYY,162,81,97,65,930,5651,1608,1050,327,21,210,649,1053,139,35,72,49,767,708,4.41,5,8,43,4331,1463,170,496,1019,104,145,0.98,0.599,0.363,0.461334277,0.824,1.545,New York Yankees
2006,AL,TOR,TOR,162,81,87,75,809,5596,1591,1017,348,27,199,514,906,65,33,63,52,754,694,4.37,6,6,42,4285,1447,185,504,1076,99,157,0.98,0.537,0.348,0.462830593,0.811,1.541,Toronto Blue Jays
2006,AL,BOS,BOS,162,81,86,76,820,5619,1510,975,327,16,192,672,1056,51,23,66,56,825,773,4.83,3,6,46,4324,1570,181,509,1070,66,174,0.98,0.531,0.351,0.435130806,0.786,1.662,Boston Red Sox
2006,AL,BAL,BAL,162,81,70,92,768,5610,1556,1084,288,20,164,474,878,121,32,73,41,899,843,5.35,5,9,35,4257,1579,216,613,1016,102,156,0.98,0.432,0.339,0.423529412,0.763,1.746,Baltimore Orioles
2006,AL,TBA,TBD,162,81,61,101,689,5474,1395,905,267,33,190,441,1106,134,52,47,43,856,782,4.96,3,7,33,4261,1600,180,606,979,116,156,0.98,0.377,0.313,0.419802704,0.733,1.729,Tampa Bay Devil Rays
2006,AL,OAK,OAK,162,81,93,69,771,5500,1429,966,266,22,175,650,976,61,20,50,56,727,679,4.21,5,11,54,4355,1525,162,529,1003,84,173,0.98,0.574,0.34,0.411636364,0.752,1.551,Oakland Athletics
2006,AL,LAA,ANA,162,81,89,73,766,5609,1539,1042,309,29,159,486,914,148,57,42,53,732,652,4.04,5,12,50,4358,1410,158,471,1164,124,154,0.97,0.549,0.334,0.424852915,0.759,1.475,Los Angeles Angels of Anaheim
2006,AL,TEX,TEX,162,81,80,82,835,5659,1571,1008,357,23,183,505,1061,53,24,40,50,784,731,4.6,3,8,42,4294,1558,162,496,972,98,174,0.98,0.494,0.339,0.445838487,0.785,1.636,Texas Rangers
2006,AL,SEA,SEA,162,81,78,84,756,5670,1540,1060,266,42,172,404,974,106,37,63,38,792,739,4.6,6,6,47,4340,1500,183,560,1067,88,150,0.98,0.481,0.325,0.424338624,0.749,1.584,Seattle Mariners
2006,NL,SLN,STL,161,80,83,78,781,5522,1484,981,292,27,184,531,922,59,32,61,40,762,721,4.54,6,9,38,4289,1475,193,504,970,98,170,0.98,0.516,0.337,0.431365447,0.768,1.565,St. Louis Cardinals
2006,NL,HOU,HOU,162,81,82,80,735,5521,1407,931,275,27,174,585,1076,79,36,73,46,719,666,4.08,5,12,42,4406,1425,182,480,1160,80,164,0.98,0.506,0.332,0.40898388,0.741,1.46,Houston Astros
2006,NL,CIN,CIN,162,82,80,82,749,5515,1419,899,291,12,217,614,1192,124,33,59,38,801,725,4.51,9,10,36,4337,1576,213,464,1053,128,139,0.97,0.494,0.335,0.432456936,0.767,1.644,Cincinnati Reds
2006,NL,MIL,MIL,162,81,75,87,730,5433,1400,899,301,20,180,502,1233,71,37,82,53,833,763,4.82,7,8,43,4277,1454,177,514,1145,117,126,0.98,0.463,0.327,0.419841708,0.747,1.604,Milwaukee Brewers
2006,NL,PIT,PIT,162,81,67,95,691,5558,1462,1018,286,17,141,459,1200,68,23,89,49,797,720,4.52,2,10,39,4305,1545,156,620,1060,104,168,0.98,0.414,0.327,0.396725441,0.724,1.632,Pittsburgh Pirates
2006,NL,CHN,CHC,162,81,66,96,716,5587,1496,1013,271,46,166,395,928,121,49,43,37,834,758,4.74,2,7,29,4317,1396,210,687,1250,106,122,0.98,0.407,0.319,0.421872203,0.741,1.55,Chicago Cubs
2006,NL,NYN,NYM,162,81,97,65,834,5558,1469,905,323,41,200,547,1071,146,35,62,47,731,673,4.14,5,12,43,4384,1402,180,527,1161,104,131,0.98,0.599,0.335,0.445124145,0.780,1.46,New York Mets
2006,NL,PHI,PHI,162,81,85,77,865,5687,1518,967,294,41,216,626,1203,92,25,95,44,812,747,4.6,4,6,42,4381,1561,211,512,1138,104,153,0.98,0.525,0.347,0.44698435,0.794,1.625,Philadelphia Phillies
2006,NL,ATL,ATL,162,81,79,83,849,5583,1510,950,312,26,222,526,1169,52,35,52,44,805,736,4.6,6,6,38,4324,1529,183,572,1049,99,146,0.98,0.488,0.337,0.454952534,0.792,1.619,Atlanta Braves
2006,NL,FLO,FLA,162,81,78,84,758,5502,1454,921,309,42,182,497,1249,110,58,74,42,772,696,4.37,6,6,41,4300,1465,166,622,1088,126,166,0.97,0.481,0.331,0.434932752,0.766,1.561,Florida Marlins
2006,NL,WAS,WSN,162,81,71,91,746,5495,1437,929,322,22,164,594,1156,123,62,69,49,872,803,5.03,1,3,32,4309,1535,193,584,960,131,123,0.97,0.438,0.338,0.417652411,0.756,1.676,Washington Nationals
2006,NL,SDN,SDP,162,81,88,74,731,5576,1465,968,298,38,161,564,1104,123,31,40,47,679,629,3.87,4,11,50,4391,1385,176,468,1097,92,138,0.98,0.543,0.332,0.416427547,0.748,1.41,San Diego Padres
2006,NL,LAN,LAD,162,81,88,74,820,5628,1552,1034,307,58,153,601,959,128,49,51,48,751,686,4.23,1,10,40,4381,1524,152,492,1068,115,174,0.98,0.543,0.349,0.432480455,0.781,1.558,Los Angeles Dodgers
2006,NL,SFN,SFG,161,81,76,85,746,5472,1418,906,297,52,163,494,891,58,25,53,37,790,735,4.63,7,9,37,4289,1422,153,584,992,91,132,0.98,0.472,0.324,0.421783626,0.746,1.547,San Francisco Giants
2006,NL,ARI,ARI,162,81,76,86,773,5645,1506,977,331,38,160,504,965,76,30,67,53,788,727,4.48,8,9,34,4379,1503,168,536,1115,104,172,0.98,0.469,0.332,0.423914969,0.756,1.57,Arizona Diamondbacks
2006,NL,COL,COL,162,81,76,86,813,5562,1504,968,325,54,157,561,1108,85,50,60,45,812,749,4.66,5,8,34,4342,1549,155,553,952,91,190,0.98,0.469,0.34,0.432937792,0.773,1.631,Colorado Rockies
2007,AL,CLE,CLE,162,80,96,66,811,5604,1504,994,305,27,178,590,1202,72,41,80,59,704,658,4.05,9,9,49,4388,1519,146,410,1047,92,166,0.98,0.593,0.344,0.427730193,0.772,1.52,Cleveland Indians
2007,AL,DET,DET,162,81,88,74,887,5757,1652,1073,352,50,177,474,1054,103,30,56,45,797,735,4.57,1,9,44,4342,1498,174,566,1047,99,147,0.98,0.543,0.345,0.457703665,0.803,1.586,Detroit Tigers
2007,AL,MIN,MIN,162,81,79,83,718,5522,1460,1033,273,36,118,512,839,112,30,48,45,725,663,4.15,5,8,38,4310,1505,185,420,1094,95,149,0.98,0.488,0.33,0.390981528,0.721,1.552,Minnesota Twins
2007,AL,CHA,CHW,162,81,72,90,693,5441,1341,882,249,20,190,532,1149,78,45,52,35,839,763,4.77,9,9,42,4322,1556,174,499,1015,108,166,0.98,0.444,0.317,0.404337438,0.721,1.662,Chicago White Sox
2007,AL,KCA,KCR,162,81,69,93,706,5534,1447,999,300,46,102,428,1069,78,44,89,47,778,716,4.48,2,6,36,4312,1547,168,520,993,106,159,0.98,0.426,0.322,0.387603903,0.710,1.618,Kansas City Royals
2007,AL,BOS,BOS,162,81,96,66,867,5589,1561,1008,352,35,166,689,1042,96,24,64,54,657,618,3.87,5,13,45,4316,1350,151,482,1149,81,145,0.98,0.593,0.362,0.443907676,0.806,1.395,Boston Red Sox
2007,AL,NYA,NYY,162,81,94,68,968,5717,1656,1097,326,32,201,637,991,123,40,78,54,777,724,4.49,1,5,34,4352,1498,150,578,1009,88,173,0.98,0.58,0.366,0.463354906,0.829,1.568,New York Yankees
2007,AL,TOR,TOR,162,81,83,79,753,5536,1434,901,344,24,165,533,1044,57,22,47,48,699,644,4,11,9,44,4346,1383,157,479,1067,102,160,0.98,0.512,0.327,0.41925578,0.746,1.437,Toronto Blue Jays
2007,AL,BAL,BAL,162,81,69,93,756,5631,1529,1051,306,30,142,500,939,144,42,47,47,868,827,5.17,4,9,30,4316,1491,161,696,1087,79,155,0.98,0.426,0.333,0.412182561,0.745,1.64,Baltimore Orioles
2007,AL,TBA,TBD,162,81,66,96,782,5593,1500,986,291,36,187,545,1324,131,48,53,52,944,879,5.53,2,2,28,4289,1649,199,568,1194,117,155,0.98,0.407,0.335,0.433398891,0.768,1.814,Tampa Bay Devil Rays
2007,AL,LAA,ANA,162,81,94,68,822,5554,1578,1108,324,23,123,507,883,139,55,40,65,731,674,4.23,5,9,43,4305,1480,151,477,1156,101,154,0.98,0.58,0.346,0.41717681,0.763,1.541,Los Angeles Angels of Anaheim
2007,AL,SEA,SEA,162,82,88,74,794,5684,1629,1170,284,22,153,389,861,81,30,62,40,813,754,4.73,6,12,43,4303,1578,147,546,1020,90,167,0.98,0.543,0.336,0.42505278,0.761,1.667,Seattle Mariners
2007,AL,OAK,OAK,162,81,76,86,741,5577,1430,948,295,16,171,664,1119,52,20,49,56,758,689,4.28,4,9,36,4344,1468,138,530,1036,90,151,0.98,0.469,0.338,0.407028869,0.745,1.537,Oakland Athletics
2007,AL,TEX,TEX,162,81,75,87,816,5555,1460,947,298,36,179,503,1224,88,25,56,42,844,755,4.75,0,6,42,4290,1525,155,668,976,124,178,0.98,0.463,0.328,0.42610261,0.754,1.657,Texas Rangers
2007,NL,CHN,CHC,162,81,85,77,752,5643,1530,1011,340,28,151,500,1054,86,33,40,37,690,650,4.04,2,10,39,4340,1340,165,573,1211,94,134,0.98,0.525,0.332,0.421584264,0.754,1.403,Chicago Cubs
2007,NL,MIL,MIL,162,81,83,79,801,5554,1455,877,310,37,231,501,1137,96,32,76,47,776,708,4.41,3,6,49,4333,1513,161,507,1174,109,143,0.98,0.512,0.329,0.455887649,0.785,1.585,Milwaukee Brewers
2007,NL,SLN,STL,162,81,78,84,725,5529,1513,1080,279,13,141,506,909,56,33,54,54,829,741,4.65,2,8,34,4307,1514,168,509,945,121,155,0.98,0.481,0.338,0.405317417,0.743,1.632,St. Louis Cardinals
2007,NL,HOU,HOU,162,81,73,89,723,5605,1457,967,293,30,167,547,1043,65,33,55,40,813,761,4.68,2,6,38,4394,1566,206,510,1109,103,128,0.98,0.451,0.329,0.412310437,0.741,1.624,Houston Astros
2007,NL,CIN,CIN,162,81,72,90,783,5607,1496,976,293,23,204,536,1113,97,31,66,46,853,796,4.94,6,7,34,4349,1605,198,482,1068,95,153,0.98,0.444,0.335,0.436418762,0.771,1.696,Cincinnati Reds
